text,label
戏言,"['xì', 'NA']"
戏词,"['xì', 'NA']"
戏谑,"['xì', 'NA']"
戏院,"['xì', 'NA']"
拍戏,"['NA', 'xì']"
拼板游戏,"['NA', 'NA', 'NA', 'xì']"
接戏,"['NA', 'xì']"
杂戏,"['NA', 'xì']"
柳子戏,"['NA', 'NA', 'xì']"
样板戏,"['NA', 'NA', 'xì']"
游戏,"['NA', 'xì']"
游戏机,"['NA', 'xì', 'NA']"
游戏池,"['NA', 'xì', 'NA']"
游戏设备,"['NA', 'xì', 'NA', 'NA']"
演戏,"['NA', 'xì']"
牌戏,"['NA', 'xì']"
猴戏,"['NA', 'xì']"
电子游戏,"['NA', 'NA', 'NA', 'xì']"
皮影戏,"['NA', 'NA', 'xì']"
社戏,"['NA', 'xì']"
联机游戏,"['NA', 'NA', 'NA', 'xì']"
花灯戏,"['NA', 'NA', 'xì']"
花鼓戏,"['NA', 'NA', 'xì']"
裸戏,"['NA', 'xì']"
谐戏,"['NA', 'xì']"
亮蓝,"['NA', 'lán']"
品蓝,"['NA', 'lán']"
天蓝,"['NA', 'lán']"
宝蓝,"['NA', 'lán']"
明光蓝,"['NA', 'NA', 'lán']"
景泰蓝,"['NA', 'NA', 'lán']"
月蓝,"['NA', 'lán']"
板蓝根,"['NA', 'lán', 'NA']"
海军蓝,"['NA', 'NA', 'lán']"
深蓝,"['NA', 'lán']"
湛蓝,"['NA', 'lán']"
球芽甘蓝,"['NA', 'NA', 'NA', 'lán']"
甘蓝,"['NA', 'lán']"
甘蓝菜,"['NA', 'lán', 'NA']"
碧蓝,"['NA', 'lán']"
碱性蓝,"['NA', 'NA', 'lán']"
美蓝,"['NA', 'lán']"
芜菁甘蓝,"['NA', 'NA', 'NA', 'lán']"
菘蓝,"['NA', 'lán']"
蓝侬,"['lán', 'NA']"
蓝光,"['lán', 'NA']"
蓝光光盘,"['lán', 'NA', 'NA', 'NA']"
蓝图,"['lán', 'NA']"
蓝天,"['lán', 'NA']"
蓝山,"['lán', 'NA']"
蓝山县,"['lán', 'NA', 'NA']"
蓝巨星,"['lán', 'NA', 'NA']"
蓝晶,"['lán', 'NA']"
蓝本,"['lán', 'NA']"
蓝毗尼,"['lán', 'NA', 'NA']"
蓝牙,"['lán', 'NA']"
蓝田,"['lán', 'NA']"
蓝田县,"['lán', 'NA', 'NA']"
蓝皮书,"['lán', 'NA', 'NA']"
蓝移,"['lán', 'NA']"
蓝筹股,"['lán', 'NA', 'NA']"
蓝精灵,"['lán', 'NA', 'NA']"
蓝缕,"['lán', 'NA']"
蓝耳病,"['lán', 'NA', 'NA']"
蓝肤木,"['lán', 'NA', 'NA']"
人造纤维,"['NA', 'NA', 'xiān', 'NA']"
光导纤维,"['NA', 'NA', 'xiān', 'NA']"
光纤,"['NA', 'xiān']"
光纤接口,"['NA', 'xiān', 'NA', 'NA']"
光纤电缆,"['NA', 'xiān', 'NA', 'NA']"
原纤维,"['NA', 'xiān', 'NA']"
天然纤维,"['NA', 'NA', 'xiān', 'NA']"
玻璃纤维,"['NA', 'NA', 'xiān', 'NA']"
碳链纤维,"['NA', 'NA', 'xiān', 'NA']"
纤密,"['xiān', 'NA']"
纤小,"['xiān', 'NA']"
纤尘,"['xiān', 'NA']"
纤尘不染,"['xiān', 'NA', 'NA', 'NA']"
纤屑,"['xiān', 'NA']"
纤巧,"['xiān', 'NA']"
纤弱,"['xiān', 'NA']"
纤微,"['xiān', 'NA']"
纤悉,"['xiān', 'NA']"
纤手,"['xiān', 'NA']"
纤柔,"['xiān', 'NA']"
纤毛,"['xiān', 'NA']"
纤毛动力蛋白,"['xiān', 'NA', 'NA', 'NA', 'NA', 'NA']"
纤瘦,"['xiān', 'NA']"
纤细,"['xiān', 'NA']"
纤维,"['xiān', 'NA']"
纤维丛,"['xiān', 'NA', 'NA']"
纤维状,"['xiān', 'NA', 'NA']"
纤维素,"['xiān', 'NA', 'NA']"
纤维肌痛,"['xiān', 'NA', 'NA', 'NA']"
纤维胶,"['xiān', 'NA', 'NA']"
什一奉献,"['shí', 'NA', 'NA', 'NA']"
什器,"['shí', 'NA']"
什菜,"['shí', 'NA']"
什邡,"['shí', 'NA']"
什锦,"['shí', 'NA']"
什锦果盘,"['shí', 'NA', 'NA', 'NA']"
利什曼病,"['NA', 'shí', 'NA', 'NA']"
劳什子,"['NA', 'shí', 'NA']"
克什克腾,"['NA', 'shí', 'NA', 'NA']"
克什克腾旗,"['NA', 'shí', 'NA', 'NA', 'NA']"
克什米尔,"['NA', 'shí', 'NA', 'NA']"
印古什,"['NA', 'NA', 'shí']"
喀什,"['NA', 'shí']"
喀什噶尔,"['NA', 'shí', 'NA', 'NA']"
奥什,"['NA', 'shí']"
巴尔喀什湖,"['NA', 'NA', 'NA', 'shí', 'NA']"
巴控克什米尔,"['NA', 'NA', 'NA', 'shí', 'NA', 'NA']"
布什,"['NA', 'shí']"
布什尔,"['NA', 'shí', 'NA']"
布尔什维克,"['NA', 'NA', 'shí', 'NA', 'NA']"
捞什子,"['NA', 'shí', 'NA']"
新罕布什尔,"['NA', 'NA', 'NA', 'shí', 'NA']"
新罕布什尔州,"['NA', 'NA', 'NA', 'shí', 'NA', 'NA']"
比什凯克,"['NA', 'shí', 'NA', 'NA']"
牢什子,"['NA', 'shí', 'NA']"
班什,"['NA', 'shí']"
科什图尼察,"['NA', 'shí', 'NA', 'NA', 'NA']"
纳什,"['NA', 'shí']"
纳什维尔,"['NA', 'shí', 'NA', 'NA']"
介壳,"['NA', 'qiào']"
壳牌,"['qiào', 'NA']"
壳牌公司,"['qiào', 'NA', 'NA', 'NA']"
壳质,"['qiào', 'NA']"
洋壳,"['NA', 'qiào']"
甲壳,"['NA', 'qiào']"
甲壳动物,"['NA', 'qiào', 'NA', 'NA']"
甲壳类,"['NA', 'qiào', 'NA']"
双壳类,"['NA', 'ké', 'NA']"
壳儿,"['ké', 'NA']"
壳幔,"['ké', 'NA']"
外壳,"['NA', 'ké']"
安全壳,"['NA', 'NA', 'ké']"
巴豆壳,"['NA', 'NA', 'ké']"
椰壳,"['NA', 'ké']"
榆木脑壳,"['NA', 'NA', 'NA', 'ké']"
玳瑁壳,"['NA', 'NA', 'ké']"
甲壳虫类,"['NA', 'ké', 'NA', 'NA']"
硬壳,"['NA', 'ké']"
硬壳果,"['NA', 'ké', 'NA']"
稻壳,"['NA', 'ké']"
脑壳,"['NA', 'ké']"
脱壳,"['NA', 'ké']"
蛋壳,"['NA', 'ké']"
蜕壳,"['NA', 'ké']"
仑背,"['NA', 'bèi']"
仑背乡,"['NA', 'bèi', 'NA']"
刀背,"['NA', 'bèi']"
前胸贴后背,"['NA', 'NA', 'NA', 'NA', 'bèi']"
历史背景,"['NA', 'NA', 'bèi', 'NA']"
吊带背心,"['NA', 'NA', 'bèi', 'NA']"
后背,"['NA', 'bèi']"
向背,"['NA', 'bèi']"
垫背,"['NA', 'bèi']"
弯腰驼背,"['NA', 'NA', 'NA', 'bèi']"
手背,"['NA', 'bèi']"
扼喉抚背,"['NA', 'NA', 'NA', 'bèi']"
捐背,"['NA', 'bèi']"
捶背,"['NA', 'bèi']"
搭背,"['NA', 'bèi']"
敲小背,"['NA', 'NA', 'bèi']"
敲背,"['NA', 'bèi']"
断背,"['NA', 'bèi']"
断背山,"['NA', 'bèi', 'NA']"
死记硬背,"['NA', 'NA', 'NA', 'bèi']"
点儿背,"['NA', 'NA', 'bèi']"
点子背,"['NA', 'NA', 'bèi']"
点背,"['NA', 'bèi']"
离乡背井,"['NA', 'NA', 'bèi', 'NA']"
笞背,"['NA', 'bèi']"
耳背,"['NA', 'bèi']"
背书,"['bèi', 'NA']"
背井离乡,"['bèi', 'NA', 'NA', 'NA']"
背信,"['bèi', 'NA']"
背信弃义,"['bèi', 'NA', 'NA', 'NA']"
背倚,"['bèi', 'NA']"
背光,"['bèi', 'NA']"
背包游,"['bèi', 'NA', 'NA']"
背叛,"['bèi', 'NA']"
背叛者,"['bèi', 'NA', 'NA']"
背后,"['bèi', 'NA']"
背城借一,"['bèi', 'NA', 'NA', 'NA']"
背字,"['bèi', 'NA']"
背山,"['bèi', 'NA']"
背山临水,"['bèi', 'NA', 'NA', 'NA']"
背弃,"['bèi', 'NA']"
背影,"['bèi', 'NA']"
背影儿,"['bèi', 'NA', 'NA']"
背心,"['bèi', 'NA']"
背斜,"['bèi', 'NA']"
背景,"['bèi', 'NA']"
背板,"['bèi', 'NA']"
背水一战,"['bèi', 'NA', 'NA', 'NA']"
背离,"['bèi', 'NA']"
背诵,"['bèi', 'NA']"
背谬,"['bèi', 'NA']"
背债,"['bēi', 'NA']"
背包,"['bēi', 'NA']"
背包客,"['bēi', 'NA', 'NA']"
背包袱,"['bēi', 'NA', 'NA']"
背带,"['bēi', 'NA']"
背篓,"['bēi', 'NA']"
仓卒,"['NA', 'cù']"
匆卒,"['NA', 'cù']"
卒业,"['zú', 'NA']"
士卒,"['NA', 'zú']"
小卒,"['NA', 'zú']"
兵卒,"['NA', 'zú']"
戍卒,"['NA', 'zú']"
狱卒,"['NA', 'zú']"
生卒年,"['NA', 'zú', 'NA']"
生卒年月,"['NA', 'zú', 'NA', 'NA']"
仡佬族,"['gē', 'NA', 'NA']"
务川仡佬族苗族自治县,"['NA', 'NA', 'gē', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
代顿,"['NA', 'dùn']"
伊顿公学,"['NA', 'dùn', 'NA', 'NA']"
休士顿,"['NA', 'NA', 'dùn']"
休斯顿,"['NA', 'NA', 'dùn']"
停顿,"['NA', 'dùn']"
列克星顿,"['NA', 'NA', 'NA', 'dùn']"
劳顿,"['NA', 'dùn']"
克林顿,"['NA', 'NA', 'dùn']"
克莱顿,"['NA', 'NA', 'dùn']"
博尔顿,"['NA', 'NA', 'dùn']"
史丹顿岛,"['NA', 'NA', 'dùn', 'NA']"
困顿,"['NA', 'dùn']"
埃弗顿,"['NA', 'NA', 'dùn']"
威灵顿,"['NA', 'NA', 'dùn']"
安顿,"['NA', 'dùn']"
寄顿,"['NA', 'dùn']"
布雷顿森林,"['NA', 'NA', 'dùn', 'NA', 'NA']"
希尔顿,"['NA', 'NA', 'dùn']"
德雷斯顿,"['NA', 'NA', 'NA', 'dùn']"
惠灵顿,"['NA', 'NA', 'dùn']"
惠特妮・休斯顿,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'dùn']"
抑扬顿挫,"['NA', 'NA', 'dùn', 'NA']"
捶胸顿足,"['NA', 'NA', 'dùn', 'NA']"
整顿,"['NA', 'dùn']"
斯坦顿,"['NA', 'NA', 'dùn']"
普林斯顿,"['NA', 'NA', 'NA', 'dùn']"
普雷斯顿,"['NA', 'NA', 'NA', 'dùn']"
汉密尔顿,"['NA', 'NA', 'NA', 'dùn']"
沃顿,"['NA', 'dùn']"
波士顿,"['NA', 'NA', 'dùn']"
海顿,"['NA', 'dùn']"
温布尔顿,"['NA', 'NA', 'NA', 'dùn']"
温布顿,"['NA', 'NA', 'dùn']"
温斯顿,"['NA', 'NA', 'dùn']"
牛顿,"['NA', 'dùn']"
牛顿力学,"['NA', 'dùn', 'NA', 'NA']"
特伦顿,"['NA', 'NA', 'dùn']"
琼斯顿,"['NA', 'NA', 'dùn']"
立顿,"['NA', 'dùn']"
米尔顿,"['NA', 'NA', 'dùn']"
莱顿,"['NA', 'dùn']"
西顿,"['NA', 'dùn']"
赫芬顿邮报,"['NA', 'NA', 'dùn', 'NA', 'NA']"
迈克尔・克莱顿,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'dùn']"
迟顿,"['NA', 'dùn']"
道尔顿,"['NA', 'NA', 'dùn']"
雪顿,"['NA', 'dùn']"
霍顿,"['NA', 'dùn']"
鞍马劳顿,"['NA', 'NA', 'NA', 'dùn']"
顿悟,"['dùn', 'NA']"
顿挫,"['dùn', 'NA']"
顿挫抑扬,"['dùn', 'NA', 'NA', 'NA']"
以权压法,"['NA', 'NA', 'yā', 'NA']"
以权压法,"['NA', 'NA', 'yā', 'NA']"
低压,"['NA', 'yā']"
低压带,"['NA', 'yā', 'NA']"
低气压,"['NA', 'NA', 'yā']"
偏压,"['NA', 'yā']"
减压,"['NA', 'yā']"
减压病,"['NA', 'yā', 'NA']"
减压程序,"['NA', 'yā', 'NA', 'NA']"
减压表,"['NA', 'yā', 'NA']"
加压,"['NA', 'yā']"
加压釜,"['NA', 'yā', 'NA']"
压不碎,"['yā', 'NA', 'NA']"
压伏,"['yā', 'NA']"
压低,"['yā', 'NA']"
压住,"['yā', 'NA']"
压制,"['yā', 'NA']"
压力,"['yā', 'NA']"
压力容器,"['yā', 'NA', 'NA', 'NA']"
压力计,"['yā', 'NA', 'NA']"
压力锅,"['yā', 'NA', 'NA']"
压克力,"['yā', 'NA', 'NA']"
压垮,"['yā', 'NA']"
压岁钱,"['yā', 'NA', 'NA']"
压抑,"['yā', 'NA']"
压挤,"['yā', 'NA']"
压榨,"['yā', 'NA']"
压电,"['yā', 'NA']"
压碎,"['yā', 'NA']"
压紧,"['yā', 'NA']"
压线,"['yā', 'NA']"
压舌板,"['yā', 'NA', 'NA']"
压花,"['yā', 'NA']"
压蒜器,"['yā', 'NA', 'NA']"
压路机,"['yā', 'NA', 'NA']"
压韵,"['yā', 'NA']"
压马路,"['yā', 'NA', 'NA']"
变压器,"['NA', 'yā', 'NA']"
增压,"['NA', 'yā']"
层压,"['NA', 'yā']"
层压式推销,"['NA', 'yā', 'NA', 'NA', 'NA']"
扣压,"['NA', 'yā']"
抗压,"['NA', 'yā']"
按压,"['NA', 'yā']"
挤压,"['NA', 'yā']"
挤压出,"['NA', 'yā', 'NA']"
施压,"['NA', 'yā']"
欺压,"['NA', 'yā']"
气压,"['NA', 'yā']"
气压表,"['NA', 'yā', 'NA']"
气压计,"['NA', 'yā', 'NA']"
水压,"['NA', 'yā']"
法压壶,"['NA', 'yā', 'NA']"
液压,"['NA', 'yā']"
液压千斤顶,"['NA', 'yā', 'NA', 'NA', 'NA']"
渗透压,"['NA', 'NA', 'yā']"
温压,"['NA', 'yā']"
滤压壶,"['NA', 'yā', 'NA']"
电压,"['NA', 'yā']"
电压表,"['NA', 'yā', 'NA']"
电压计,"['NA', 'yā', 'NA']"
眼压,"['NA', 'yā']"
碾压,"['NA', 'yā']"
秤砣虽小压千斤,"['NA', 'NA', 'NA', 'NA', 'yā', 'NA', 'NA']"
积压,"['NA', 'yā']"
稳压,"['NA', 'yā']"
等压,"['NA', 'yā']"
等压线,"['NA', 'yā', 'NA']"
等变压线,"['NA', 'NA', 'yā', 'NA']"
纾压,"['NA', 'yā']"
胎压,"['NA', 'yā']"
舒压,"['NA', 'yā']"
舒张压,"['NA', 'NA', 'yā']"
蒸汽压路机,"['NA', 'NA', 'yā', 'NA', 'NA']"
负压,"['NA', 'yā']"
镇压,"['NA', 'yā']"
压板,"['yà', 'NA']"
压根,"['yà', 'NA']"
以汤沃沸,"['NA', 'tāng', 'NA', 'NA']"
司汤达,"['NA', 'tāng', 'NA']"
商汤,"['NA', 'tāng']"
四物汤,"['NA', 'NA', 'tāng']"
奶汤,"['NA', 'tāng']"
小汤山,"['NA', 'tāng', 'NA']"
换汤不换药,"['NA', 'tāng', 'NA', 'NA', 'NA']"
斧钺汤镬,"['NA', 'NA', 'tāng', 'NA']"
氽汤,"['NA', 'tāng']"
汤剂,"['tāng', 'NA']"
汤加,"['tāng', 'NA']"
汤力水,"['tāng', 'NA', 'NA']"
汤加群岛,"['tāng', 'NA', 'NA', 'NA']"
汤勺,"['tāng', 'NA']"
汤包,"['tāng', 'NA']"
汤原,"['tāng', 'NA']"
汤原县,"['tāng', 'NA', 'NA']"
汤圆,"['tāng', 'NA']"
汤姆,"['tāng', 'NA']"
汤姆・克兰西,"['tāng', 'NA', 'NA', 'NA', 'NA', 'NA']"
汤姆・克鲁斯,"['tāng', 'NA', 'NA', 'NA', 'NA', 'NA']"
汤姆・索亚历险记,"['tāng', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
汤姆孙,"['tāng', 'NA', 'NA']"
汤姆斯杯,"['tāng', 'NA', 'NA', 'NA']"
汤姆索亚历险记,"['tāng', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
汤姆逊,"['tāng', 'NA', 'NA']"
汤川,"['tāng', 'NA']"
汤川秀树,"['tāng', 'NA', 'NA', 'NA']"
汤料,"['tāng', 'NA']"
汤旺河,"['tāng', 'NA', 'NA']"
汤显祖,"['tāng', 'NA', 'NA']"
汤普森,"['tāng', 'NA', 'NA']"
汤汁,"['tāng', 'NA']"
汤泉,"['tāng', 'NA']"
汤浴,"['tāng', 'NA']"
汤玉麟,"['tāng', 'NA', 'NA']"
汤盘,"['tāng', 'NA']"
汤碗,"['tāng', 'NA']"
汤类,"['tāng', 'NA']"
汤药,"['tāng', 'NA']"
以飨读者,"['NA', 'NA', 'dú', 'NA']"
住读,"['NA', 'dú']"
借读,"['NA', 'dú']"
元音失读,"['NA', 'NA', 'NA', 'dú']"
再读,"['NA', 'dú']"
判读,"['NA', 'dú']"
半工半读,"['NA', 'NA', 'NA', 'dú']"
唇读,"['NA', 'dú']"
复读,"['NA', 'dú']"
复读生,"['NA', 'dú', 'NA']"
审读,"['NA', 'dú']"
宣读,"['NA', 'dú']"
导读,"['NA', 'dú']"
就读,"['NA', 'dú']"
工读生,"['NA', 'dú', 'NA']"
异读,"['NA', 'dú']"
异读词,"['NA', 'dú', 'NA']"
拜读,"['NA', 'dú']"
拼读,"['NA', 'dú']"
捧读,"['NA', 'dú']"
攻读,"['NA', 'dú']"
文读,"['NA', 'dú']"
易读,"['NA', 'dú']"
朗读,"['NA', 'dú']"
泛读,"['NA', 'dú']"
略读,"['NA', 'dú']"
白读,"['NA', 'dú']"
百读不厌,"['NA', 'dú', 'NA', 'NA']"
精读,"['NA', 'dú']"
精读课,"['NA', 'dú', 'NA']"
破读,"['NA', 'dú']"
统读,"['NA', 'dú']"
耕读,"['NA', 'dú']"
试读,"['NA', 'dú']"
误读,"['NA', 'dú']"
诵读,"['NA', 'dú']"
读书,"['dú', 'NA']"
读书人,"['dú', 'NA', 'NA']"
读书机,"['dú', 'NA', 'NA']"
读卖新闻,"['dú', 'NA', 'NA', 'NA']"
读取,"['dú', 'NA']"
读后感,"['dú', 'NA', 'NA']"
读懂,"['dú', 'NA']"
读报,"['dú', 'NA']"
读本,"['dú', 'NA']"
读法,"['dú', 'NA']"
读物,"['dú', 'NA']"
读破,"['dú', 'NA']"
仿似,"['NA', 'sì']"
似乎,"['sì', 'NA']"
似懂非懂,"['sì', 'NA', 'NA', 'NA']"
似是而非,"['sì', 'NA', 'NA', 'NA']"
似笑非笑,"['sì', 'NA', 'NA', 'NA']"
似雪,"['sì', 'NA']"
光阴似箭,"['NA', 'NA', 'sì', 'NA']"
如胶似漆,"['NA', 'NA', 'sì', 'NA']"
如花似玉,"['NA', 'NA', 'sì', 'NA']"
如金似玉,"['NA', 'NA', 'sì', 'NA']"
如饥似渴,"['NA', 'NA', 'sì', 'NA']"
归心似箭,"['NA', 'NA', 'sì', 'NA']"
怪物似,"['NA', 'NA', 'sì']"
恰似,"['NA', 'sì']"
柔情似水,"['NA', 'NA', 'sì', 'NA']"
活似,"['NA', 'sì']"
活神仙似,"['NA', 'NA', 'NA', 'sì']"
疑似,"['NA', 'sì']"
类似,"['NA', 'sì']"
类似点,"['NA', 'sì', 'NA']"
貌似,"['NA', 'sì']"
近似,"['NA', 'sì']"
仿冒,"['NA', 'mào']"
仿冒品,"['NA', 'mào', 'NA']"
傻冒,"['NA', 'mào']"
冒充,"['mào', 'NA']"
冒名,"['mào', 'NA']"
冒名顶替,"['mào', 'NA', 'NA', 'NA']"
冒名顶替者,"['mào', 'NA', 'NA', 'NA', 'NA']"
冒失,"['mào', 'NA']"
冒失鬼,"['mào', 'NA', 'NA']"
冒昧,"['mào', 'NA']"
冒暑,"['mào', 'NA']"
冒死,"['mào', 'NA']"
冒火,"['mào', 'NA']"
冒牌,"['mào', 'NA']"
冒牌货,"['mào', 'NA', 'NA']"
冒犯,"['mào', 'NA']"
冒犯者,"['mào', 'NA', 'NA']"
冒生命危险,"['mào', 'NA', 'NA', 'NA', 'NA']"
冒进,"['mào', 'NA']"
冒险,"['mào', 'NA']"
冒险主义,"['mào', 'NA', 'NA', 'NA']"
冒险者,"['mào', 'NA', 'NA']"
冒领,"['mào', 'NA']"
冒题,"['mào', 'NA']"
冒风险,"['mào', 'NA', 'NA']"
感冒,"['NA', 'mào']"
伊斯坦堡,"['NA', 'NA', 'NA', 'bǎo']"
伊斯兰堡,"['NA', 'NA', 'NA', 'bǎo']"
勃兰登堡,"['NA', 'NA', 'NA', 'bǎo']"
卢森堡,"['NA', 'NA', 'bǎo']"
古堡,"['NA', 'bǎo']"
古登堡,"['NA', 'NA', 'bǎo']"
哥尼斯堡,"['NA', 'NA', 'NA', 'bǎo']"
哥德堡,"['NA', 'NA', 'bǎo']"
城堡,"['NA', 'bǎo']"
堡垒,"['bǎo', 'NA']"
堡寨,"['bǎo', 'NA']"
堡礁,"['bǎo', 'NA']"
威廉斯堡,"['NA', 'NA', 'NA', 'bǎo']"
巴登・符腾堡州,"['NA', 'NA', 'NA', 'NA', 'NA', 'bǎo', 'NA']"
普雷斯堡,"['NA', 'NA', 'NA', 'bǎo']"
暗堡,"['NA', 'bǎo']"
杜伊斯堡,"['NA', 'NA', 'NA', 'bǎo']"
林堡,"['NA', 'bǎo']"
汉堡,"['NA', 'bǎo']"
汉堡包,"['NA', 'bǎo', 'NA']"
洪堡,"['NA', 'bǎo']"
海德堡,"['NA', 'NA', 'bǎo']"
海德尔堡,"['NA', 'NA', 'NA', 'bǎo']"
海森堡,"['NA', 'NA', 'bǎo']"
皇堡,"['NA', 'bǎo']"
碉堡,"['NA', 'bǎo']"
符腾堡,"['NA', 'NA', 'bǎo']"
纽伦堡,"['NA', 'NA', 'bǎo']"
萨尔普斯堡,"['NA', 'NA', 'NA', 'NA', 'bǎo']"
萨尔茨堡,"['NA', 'NA', 'NA', 'bǎo']"
马尔堡病毒,"['NA', 'NA', 'bǎo', 'NA', 'NA']"
吴堡,"['NA', 'bǔ']"
伊莉莎白,"['NA', 'NA', 'shā', 'NA']"
喀秋莎,"['NA', 'NA', 'shā']"
威廉・莎士比亚,"['NA', 'NA', 'NA', 'shā', 'NA', 'NA', 'NA']"
斯宾诺莎,"['NA', 'NA', 'NA', 'shā']"
特雷莎,"['NA', 'NA', 'shā']"
莎士比亚,"['shā', 'NA', 'NA', 'NA']"
莎翁,"['shā', 'NA']"
马莎,"['NA', 'shā']"
莎草,"['suō', 'NA']"
伎俩,"['NA', 'liǎng']"
公母俩,"['NA', 'NA', 'liǎ']"
众星攒月,"['NA', 'NA', 'cuán', 'NA']"
拼攒,"['NA', 'cuán']"
众盲摸象,"['NA', 'NA', 'mō', 'NA']"
偷鸡摸狗,"['NA', 'NA', 'mō', 'NA']"
抚摸,"['NA', 'mō']"
捉摸,"['NA', 'mō']"
探摸,"['NA', 'mō']"
摸彩,"['mō', 'NA']"
摸牌,"['mō', 'NA']"
摸索,"['mō', 'NA']"
摸象,"['mō', 'NA']"
摸鱼,"['mō', 'NA']"
摸黑,"['mō', 'NA']"
浑水摸鱼,"['NA', 'NA', 'mō', 'NA']"
盲人摸象,"['NA', 'NA', 'mō', 'NA']"
瞎子摸象,"['NA', 'NA', 'mō', 'NA']"
触摸,"['NA', 'mō']"
触摸板,"['NA', 'mō', 'NA']"
顺藤摸瓜,"['NA', 'NA', 'mō', 'NA']"
咂摸,"['NA', 'mo']"
学摸,"['NA', 'mo']"
优惠券,"['NA', 'NA', 'quàn']"
信用证券,"['NA', 'NA', 'NA', 'quàn']"
债券,"['NA', 'quàn']"
债务证券,"['NA', 'NA', 'NA', 'quàn']"
券商,"['quàn', 'NA']"
国库券,"['NA', 'NA', 'quàn']"
奖券,"['NA', 'quàn']"
公债券,"['NA', 'NA', 'quàn']"
左券,"['NA', 'quàn']"
左券在握,"['NA', 'quàn', 'NA', 'NA']"
抵用券,"['NA', 'NA', 'quàn']"
政府债券,"['NA', 'NA', 'NA', 'quàn']"
法兰克福证券交易所,"['NA', 'NA', 'NA', 'NA', 'NA', 'quàn', 'NA', 'NA', 'NA']"
深圳证券交易所,"['NA', 'NA', 'NA', 'quàn', 'NA', 'NA', 'NA']"
礼券,"['NA', 'quàn']"
票券,"['NA', 'quàn']"
证券,"['NA', 'quàn']"
证券交易所,"['NA', 'quàn', 'NA', 'NA', 'NA']"
证券代销,"['NA', 'quàn', 'NA', 'NA']"
证券商,"['NA', 'quàn', 'NA']"
证券公司,"['NA', 'quàn', 'NA', 'NA']"
购书券,"['NA', 'NA', 'quàn']"
购物券,"['NA', 'NA', 'quàn']"
返券黄牛,"['NA', 'quàn', 'NA', 'NA']"
估产,"['gū', 'NA']"
估值,"['gū', 'NA']"
估定,"['gū', 'NA']"
估测,"['gū', 'NA']"
估算,"['gū', 'NA']"
估计,"['gū', 'NA']"
低估,"['NA', 'gū']"
初估,"['NA', 'gū']"
推估,"['NA', 'gū']"
环境影响评估,"['NA', 'NA', 'NA', 'NA', 'NA', 'gū']"
粗估,"['NA', 'gū']"
评估,"['NA', 'gū']"
伺机,"['sì', 'NA']"
伺隙,"['sì', 'NA']"
窥伺,"['NA', 'sì']"
伽倻,"['jiā', 'NA']"
伽倻琴,"['jiā', 'NA', 'NA']"
伽利略,"['jiā', 'NA', 'NA']"
伽利略探测器,"['jiā', 'NA', 'NA', 'NA', 'NA', 'NA']"
伽师,"['jiā', 'NA']"
伽师县,"['jiā', 'NA', 'NA']"
伽马射线探测器,"['jiā', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
伽马辐射,"['jiā', 'NA', 'NA', 'NA']"
瑜伽,"['NA', 'jiā']"
瑜伽宗,"['NA', 'jiā', 'NA']"
伽利略・伽利雷,"['jiā', 'NA', 'NA', 'NA', 'jiā', 'NA', 'NA']"
伽马,"['gā', 'NA']"
伽马射线,"['gā', 'NA', 'NA', 'NA']"
佃农,"['diàn', 'NA']"
佃户,"['diàn', 'NA']"
低速挡,"['NA', 'NA', 'dǎng']"
后挡板,"['NA', 'dǎng', 'NA']"
手动挡,"['NA', 'NA', 'dǎng']"
抵挡,"['NA', 'dǎng']"
挂挡,"['NA', 'dǎng']"
挡位,"['dǎng', 'NA']"
挡住,"['dǎng', 'NA']"
挡箭牌,"['dǎng', 'NA', 'NA']"
挡路,"['dǎng', 'NA']"
挡风墙,"['dǎng', 'NA', 'NA']"
挡风玻璃,"['dǎng', 'NA', 'NA', 'NA']"
换挡,"['NA', 'dǎng']"
摊挡,"['NA', 'dǎng']"
自动挂挡,"['NA', 'NA', 'NA', 'dǎng']"
自动挡,"['NA', 'NA', 'dǎng']"
遮挡,"['NA', 'dǎng']"
低速率,"['NA', 'NA', 'lǜ']"
偏心率,"['NA', 'NA', 'lǜ']"
储蓄率,"['NA', 'NA', 'lǜ']"
出生率,"['NA', 'NA', 'lǜ']"
利息率,"['NA', 'NA', 'lǜ']"
利润率,"['NA', 'NA', 'lǜ']"
利率,"['NA', 'lǜ']"
光功率,"['NA', 'NA', 'lǜ']"
功率,"['NA', 'lǜ']"
功率输出,"['NA', 'lǜ', 'NA', 'NA']"
加工效率,"['NA', 'NA', 'NA', 'lǜ']"
反照率,"['NA', 'NA', 'lǜ']"
兑换率,"['NA', 'NA', 'lǜ']"
圆周率,"['NA', 'NA', 'lǜ']"
基本利率,"['NA', 'NA', 'NA', 'lǜ']"
基础速率,"['NA', 'NA', 'NA', 'lǜ']"
失业率,"['NA', 'NA', 'lǜ']"
入学率,"['NA', 'NA', 'lǜ']"
